Ir11,Ir21,Ir31,Ir12,Ir22,Ir32,Voltage_pmax
500.6483321,35.45328936,1167.291453,508.4769387,1103.986524,1231.523529,57.61276694
947.1109771,763.3416871,1258.444395,139.2908595,127.3150083,47.93506543,90.82804754
453.8439195,232.4920621,1397.310033,581.6792818,1056.066738,970.6388964,57.93415036
1078.901615,1277.164117,434.9516753,286.6038964,102.0303451,822.0809606,57.85830458
759.4812695,901.7201458,837.2073634,630.0276246,227.5702527,1070.889028,89.70565189
1376.620465,200.4050225,1158.784726,1233.585922,98.63038859,669.0114846,58.02159916
1034.256712,1027.231672,1142.743388,746.8720852,785.166755,485.1365274,88.22672772
771.0579064,29.54379271,1031.479698,1167.560434,1170.847523,46.36851511,57.16955498
1277.041281,132.8952496,1191.271212,731.0797473,22.91303799,180.8480192,56.86706943
830.4445872,1010.502317,51.83531029,246.6370765,325.4112919,1001.017911,58.49762285
1078.820477,825.131275,1222.114302,635.5879509,1377.500664,363.9459835,91.66785426
966.9367993,835.4413229,391.0604589,390.8938778,957.2747953,1135.793503,57.48589129
106.7377088,517.1217715,1128.73192,1341.663385,1391.228779,595.8011747,56.7298366
606.4141879,473.8237939,636.5349775,1077.965383,1057.980393,1389.351507,88.88316463
284.302769,525.5837601,992.138247,228.8971258,453.5468739,1132.617149,60.53683719
306.5396568,459.7433243,646.7974858,493.2622334,102.9553853,707.2702958,59.24984953
383.8799561,794.6896132,38.5155566,859.2041618,593.0567487,903.414007,57.6141339
428.5652933,407.0984146,602.7216167,770.3839315,171.4454637,182.5950656,90.0807599
320.3034771,149.6927599,130.2520511,264.002068,956.8937108,758.0756238,58.54490657
729.9696905,1318.543206,892.5017311,1005.980577,594.2182204,347.700621,92.42735725
1310.382195,1122.979763,1066.287351,86.45397569,1269.31532,917.8793739,60.60424576
1327.129558,763.3387023,427.4462989,123.9223777,590.1483193,514.5467146,58.75462163
1193.540027,1377.493569,75.39436793,499.9892369,1398.693859,581.0243052,57.72578851
532.9071731,146.4113829,825.4571145,204.8488879,527.206001,1310.893461,60.17975541
980.5173575,340.1077971,1038.967159,457.2928557,517.9431365,689.9116646,57.3718015
280.8657782,402.5942463,409.6303006,601.7810542,669.3579325,1304.688018,91.39317092
1170.721631,405.9659556,1341.305005,1012.267668,1210.731006,732.5497815,57.24800243
73.87618473,1344.0215,941.0912493,91.65345866,1370.790602,412.783043,59.32172334
1329.872385,242.7878135,1.266438394,1229.837613,1190.751456,470.9725944,56.8898018
137.6621447,879.3667449,560.5833754,1299.273403,1232.847923,866.7131993,56.79106591
1251.517066,292.6746227,361.6168547,5.774825015,126.6337654,834.1480325,26.53790907
419.0378182,1085.607315,899.3458951,251.365151,396.6761894,190.196769,58.16621066
788.8937085,201.9586966,1198.47479,42.57180823,1190.453408,325.9206853,59.91409183
1056.911056,78.94660596,990.7049651,257.7696128,1392.443584,723.3795847,58.25757453
753.411419,380.1195939,529.5597726,717.0052019,721.5859633,656.5071503,89.59911635
215.8340215,301.1765127,903.2419522,848.5948327,255.2831749,1214.768039,59.12115931
738.8053464,1364.352682,399.6787441,1328.713401,850.6474348,1087.08293,91.65265081
88.87474416,827.6198271,1259.660547,713.7031916,745.9686999,1118.005891,60.55077729
917.1343697,648.2809559,780.2438668,1040.247101,720.0503484,169.0953019,58.40937193
375.3213386,1294.802618,825.1562289,754.9127862,1312.171371,357.8805416,59.41224509
1276.660128,779.9625953,1034.158842,958.0491817,195.5882531,1362.884015,58.15239497
594.3556756,106.696304,151.0966635,1361.137841,798.4946749,677.3548365,91.52817716
902.9856542,305.4861266,972.8640887,344.059602,887.0666896,1344.191997,58.12394048
1016.990779,1357.521615,1066.997258,735.1341771,625.5063426,893.7067649,88.91685618
429.992902,620.7682996,931.3779233,1151.188044,446.6298358,919.8630521,58.68855123
707.5647705,220.4244436,427.1071748,147.1418027,1218.870546,950.5309317,58.61776733
1157.625312,1324.497054,882.845477,718.7631057,778.3929581,1382.403358,90.70982781
877.6621127,1192.823763,686.3508705,27.94225759,341.3639551,770.1050902,59.07520368
142.1938224,664.0369163,244.3436353,455.5363848,154.540839,599.5311151,59.32841991
1006.586845,1074.663221,1298.059284,1059.735669,465.4974945,1232.783313,89.15415735
735.8536311,374.2764004,235.5035484,63.01566148,239.0849084,1296.085577,26.47567401
152.0730213,1167.809079,212.5410179,1198.226562,837.9945388,276.8755639,59.37846744
1116.542728,1102.339912,133.8191166,240.026895,843.9369358,455.137876,57.26286491
374.1988209,1105.019652,863.2588199,961.049887,976.4066214,1304.828832,89.45361006
168.2633224,849.6407024,685.8147097,741.5819329,310.6167839,1047.453259,58.62028382
361.4154646,278.7595675,1220.132722,38.05970212,50.8762989,613.1911338,26.56167714
91.9626794,1371.140994,880.4600895,918.8593164,459.0684727,665.6998084,58.93481561
22.7385532,280.0394039,1201.892626,94.55614671,435.0479846,1157.271826,26.54089735
856.6157803,1280.440523,1237.754613,343.4382475,1341.48267,633.2153798,92.22868313
1243.981401,650.7905512,819.3099058,16.35061694,1019.809547,581.4204921,59.63134663
166.0924792,834.7589823,6.563003346,1315.236691,967.976854,380.517308,58.58557272
1055.232264,921.6646946,397.1941762,749.8603108,84.30250096,948.3981847,58.12655879
1292.036344,653.2941478,516.3342345,1284.351501,16.20225072,1300.929283,56.98437991
970.7845568,1149.731835,1200.831647,154.8076464,986.9991659,772.3330037,57.3952537
728.8789066,439.2244503,225.9808885,447.6188891,939.4932385,733.5311134,58.76659925
850.9206453,1064.440913,229.4075429,692.1063716,1070.563244,421.1360654,58.77884568
1174.41186,951.7306644,459.8456513,753.5691323,1172.943695,340.1676378,58.46450696
27.27767832,850.4701155,754.3102504,316.8892707,1287.917417,1310.39331,56.61210686
684.081347,976.6789736,723.219907,399.3269637,13.23067891,410.1296015,58.15753145
933.0783092,217.129317,315.8086474,1228.670839,848.018585,905.5393327,89.68081674
96.85603123,305.9639057,1091.991989,880.7084226,98.86299236,920.1060051,57.45592309
727.5232104,1326.541494,29.19093906,1020.204975,557.9250044,962.1448131,58.1067778
102.3218915,1061.263788,71.01162744,899.3741107,701.084867,742.1256849,89.24292192
1033.552138,384.3958364,333.2499098,1063.920358,1344.132217,232.6889046,58.51654652
530.0314482,135.5233333,1308.387346,1124.082212,1022.28746,1112.59877,87.39011295
802.9974707,506.3662071,225.8671213,1240.91882,1262.798167,1062.014997,88.43045943
506.5089766,694.7148337,922.1596802,404.5534962,200.2800116,431.3863724,92.37964667
486.4178195,195.3538482,302.7339416,778.1503621,71.65723546,584.2936807,58.84323343
996.2122282,1230.982249,842.0712153,650.9608667,1141.588901,450.9748759,90.97888825
526.9452113,193.222004,915.0293418,35.68876308,327.1608844,1370.294969,26.34528141
1320.230022,1373.489396,93.74955201,273.3604511,592.7683459,751.9070004,56.84937904
648.5880087,876.2731534,703.5831597,1108.487869,994.4926918,797.1668259,90.30911125
219.9382894,875.8447045,1296.166653,1376.475976,1012.443007,262.5818078,58.68003396
1204.184415,180.6838552,1040.860255,67.0298219,909.5792157,83.35196805,57.51216255
1287.667426,240.4143355,123.2649847,426.3599142,940.2332098,286.2206243,26.53740991
1364.733539,55.38353577,688.507493,897.3061474,567.0225901,79.91474171,59.86600087
882.4717929,300.4137159,881.5931802,552.3853091,1114.550777,1230.651719,56.46150955
1092.107971,983.475635,588.9411174,901.3981643,109.6325913,533.0499595,58.14259833
612.7649131,569.7320177,383.3006637,323.8914378,1033.057129,1231.160049,57.69697122
1081.483226,50.1660496,776.042861,823.4442872,344.6639152,557.7407684,59.22238761
1129.491725,422.5698444,685.4881472,1093.802003,629.9677645,1166.536572,57.89493763
947.3444187,121.2806893,1373.005865,792.9997862,290.7511459,133.8521351,59.11304178
87.53005413,36.09482527,467.7777187,779.5292393,1184.315189,877.4559105,89.79281675
839.8090539,294.8906089,355.4807645,912.7631958,460.4834793,732.4435302,93.19782973
174.6031817,633.7747996,1389.634205,558.9203563,86.67640346,410.1457584,59.58239468
773.1805551,1036.178191,445.7662956,691.4014454,880.1360984,1054.404821,92.30823875
971.4422623,191.632748,1269.746947,530.4272236,741.471093,1384.061002,59.01409679
1341.493039,1144.704507,593.453659,1145.167147,622.2942413,532.3644864,92.99332141
990.1292368,334.4825669,246.0711577,333.4054745,397.0282662,56.90819923,59.13233464
771.9833575,1319.498576,1102.971251,338.0051113,974.3657666,21.36051295,57.70236441
1075.966509,464.6497672,451.2621316,1071.612214,537.8309598,306.0774094,92.09004763
788.6509152,308.8866554,227.6918763,559.4960701,28.55291749,592.5781824,58.54963309
4.582619876,62.80404017,264.7737612,281.8708648,840.4894682,324.4114411,26.69977628
793.1670317,771.04954,473.2088114,1385.89291,207.7029505,1191.802734,57.06757011
1102.052015,734.0213687,26.37454714,368.8324013,1398.025613,994.7568648,58.60373865
305.3264687,898.2577623,169.4955477,779.3538764,1103.155489,580.3026956,92.78455413
117.1301685,821.9494089,894.9730496,175.2166239,1211.366349,682.8979999,58.26597185
386.4249461,436.0602903,933.1933895,700.1373103,621.7939301,455.8155133,91.66695495
792.2931655,21.31180112,773.9669665,1310.153902,674.4812222,459.8659121,58.49702999
1124.314361,200.8517913,110.0718523,623.5710961,651.7144706,1031.350093,90.47892346
978.6520859,746.3264577,288.8524525,219.7541434,563.1353277,612.6062157,58.10951851
1365.088856,1297.441869,431.2898124,1207.615642,784.3181937,761.8271945,57.20823198
1179.191438,1103.159218,750.9196913,2.562537421,518.2134533,610.5691238,56.99857081
886.4835068,205.4883552,791.5138465,564.3636012,75.57453192,190.3786077,57.71013001
546.7135142,640.5777903,464.6754871,1200.265728,850.0181417,275.9656659,58.55882783
200.9295268,1074.331931,913.8123533,479.1918328,79.25545698,588.5062363,57.77878796
645.209324,749.703701,1159.791928,1397.718129,535.3676423,266.1119745,91.60824428
1389.347867,951.9115244,1308.854433,890.9742459,908.1864707,535.6564047,91.44559825
39.02304846,830.2929258,1023.827322,914.3740112,86.74623391,214.2571054,58.70313864
1057.915309,694.1665058,538.1167108,403.6449511,260.9130502,1326.272609,92.74687467
557.2789464,194.8123536,757.9217266,42.72295312,767.8300614,555.2240644,59.12275287
1065.323861,227.8984148,655.3401688,831.1025225,119.4681275,695.9970631,58.86885527
1087.658261,187.3450914,980.2729092,1163.02356,718.4069675,6.739334126,58.11332127
499.3966871,1362.230419,202.5206798,1084.672039,505.3710184,394.2094112,26.53202346
760.7733062,570.1340294,1288.425404,499.6590315,157.5129265,357.1174561,92.78828613
217.9479707,1138.355232,881.4943589,923.1240322,929.7646461,766.1878366,57.47694029
400.328663,136.2384206,1163.705788,441.0286111,838.2969927,656.2747742,59.55418547
921.4958743,365.3998542,398.3426193,967.4792908,1362.870025,395.5814104,58.76661507
1195.590218,1261.859174,1172.855827,1053.191638,362.7837922,1325.993885,59.65434283
1185.985245,1179.324573,1088.018881,663.2574619,1191.631737,1300.858192,88.26930351
33.94110518,1020.722227,652.8476233,827.6712717,1378.296797,1185.810488,57.57410852
1367.376114,482.7972936,388.3085505,442.9701391,471.0843598,767.3398735,91.4716569
399.2880373,1282.202942,938.9566158,1099.687646,256.2075309,197.2401867,58.73315038
78.04251018,865.7228857,825.9179451,525.0504537,31.66551487,222.9516538,57.48691609
709.4820308,1102.040883,1066.852626,1308.054691,1113.251942,635.9659465,93.09978731
482.1581571,186.0037245,785.7272518,290.6613467,165.209326,1074.716529,26.7949349
640.1573959,1016.180344,149.4157973,614.7976329,780.3432134,1197.817156,59.3450777
1276.701097,491.8624224,521.3074118,143.1296467,920.6304668,306.333802,92.12348888
1213.003842,550.7668448,635.4389876,254.4552627,94.41394089,1098.374738,91.99661562
1122.613776,648.7865366,1193.391681,875.907191,252.6873984,42.09829324,57.15447705
181.6898876,441.8485349,1024.148409,1082.172445,207.9962718,1114.119417,57.46764496
231.4833887,1003.944082,109.9795681,551.4123732,1142.161921,741.9653805,92.9351138
1326.299032,443.3530742,809.4315697,266.3207346,549.1655578,1398.258797,59.75177011
481.1635216,1271.999147,976.7328774,41.67833156,673.7879711,947.6676078,58.40411949
563.4761592,215.7274473,785.6350294,1329.055693,1343.013593,1385.917119,85.68117285
1170.41937,915.712052,1216.842115,1209.279965,1066.694477,231.374705,56.4828564
111.2638196,712.452411,130.2563676,613.0027804,436.7600735,530.8112257,90.56745315
1393.829314,1217.289121,1327.069184,356.026779,67.88828539,1164.574173,86.71995579
964.2158097,834.4306487,300.6357071,749.2369962,78.05777992,603.4690274,57.93212977
267.0335265,458.8856436,1312.719909,1186.313815,359.7770955,528.0877479,26.29280917
1026.920069,1095.113792,16.29188183,310.3886067,93.90051755,987.9157943,57.29213655
1226.307842,388.4751602,969.9257637,194.6189426,524.6766097,1170.228967,58.51573862
974.0476612,972.8591681,1194.706503,412.4235115,911.355179,418.0790227,88.18286403
1322.548484,1093.10462,1155.025443,1030.658688,1111.14159,567.2205283,88.78170031
182.8566628,223.3789662,1143.301464,42.77578324,761.5880399,1152.89599,26.65478902
1327.755842,644.3758984,97.30042669,731.3593304,274.2001322,418.1960558,60.1207913
1366.001149,231.4424628,1088.28997,477.9296241,663.7439925,140.3313454,57.84107727
84.25437512,1206.408441,99.22025694,1235.913882,551.375984,616.0707984,26.38704269
491.0248537,45.2912902,1015.792415,494.8856309,897.4845808,1080.224664,58.72758427
947.9128126,680.2214813,1136.980783,106.3954009,39.66599482,606.9098292,92.01770323
200.8692703,1131.251893,2.456655102,134.7101533,590.345035,329.1595723,26.68728025
1338.821643,520.0821311,687.8481048,374.5129029,806.7924688,728.0634581,93.41816304
1370.416713,925.0368774,1184.739287,122.0010342,592.0261484,57.96908303,90.81654021
842.9847099,1024.02502,955.6801704,85.44472491,947.1040415,429.9051104,89.09561005
487.6109708,1017.099404,149.9287983,353.4986787,614.5029559,822.0516241,59.65501765
429.8091953,609.6566159,434.4709269,1282.356201,921.7874965,247.6691624,59.26324664
903.1455086,49.40982003,1095.649227,2.525579354,538.3214599,941.4538804,58.47065124
55.28684046,608.6630211,244.1330361,816.4960575,267.4501117,537.0951293,59.6676367
1235.051693,2.577904888,952.2847994,395.5204516,1149.972085,411.753204,58.66283619
546.1404064,1331.513134,1169.356454,1246.30334,1305.624596,181.1048639,56.3208249
487.6007174,999.0545037,875.2088786,1167.066237,308.7054444,447.0487406,58.42353901
307.1404976,39.24947516,952.2936953,400.6085121,43.10708916,398.2312965,58.19293561
158.4712905,100.2727956,813.4214952,15.34543246,1180.901817,92.4865073,26.53152878
677.7358536,227.363799,590.7414834,1208.283976,918.9741686,1347.462962,90.69266282
554.0640492,576.7014004,1090.970929,1262.87188,937.0362155,239.9258841,59.07086107
1139.998756,340.9349562,1300.969072,489.9772724,275.2333506,351.5174012,57.47449897
862.4625466,662.6043885,492.3233099,1163.160079,819.3697276,769.6130516,90.56765552
1284.071129,400.1746263,1060.080321,1055.220732,532.6241858,794.950297,58.07657038
106.1960054,75.53016613,743.1165742,1090.834122,1307.614958,181.8686919,57.67893914
796.3531252,657.1468975,16.6628973,471.9717022,227.0552315,1111.998357,58.8955533
435.7010589,739.9463897,231.9082213,842.774718,368.1597984,915.7107379,58.15603247
964.9003044,1047.41223,630.7582379,117.3499292,320.5677562,1278.672306,57.82360846
213.3292266,1156.143768,753.6794094,1394.588603,109.4457403,619.7495777,59.62737256
149.3138783,1346.657313,6.487913788,1084.874651,1144.224509,1216.172588,86.35317339
118.2101837,559.6957087,363.818564,1120.095872,603.9793584,1274.906632,57.21591201
254.5858396,369.3240831,203.7545725,190.4959822,1217.009091,811.5864223,58.99776202
769.8042826,202.9367175,1194.243565,870.8771841,491.3333332,718.5493558,58.77101966
562.5312473,106.3533684,335.882615,172.6465088,257.4709036,335.9335359,58.75568188
584.1738967,69.51620246,1263.802554,1322.702066,687.2097295,684.9536938,61.82120361
472.8071737,1260.075385,516.9454936,155.6838574,1092.352896,545.6343717,60.72412023
338.3678003,565.4770038,135.0363352,184.7626096,1318.870827,1338.588356,56.38850467
805.2920331,83.69136013,328.6918787,494.4219997,1149.671656,21.56481271,26.56531901
60.23332232,236.5860412,908.7616649,1024.41134,906.8443484,631.293189,57.95000711
765.8124492,414.8491279,1042.56993,264.537021,961.4856067,256.915618,92.57803088
515.8784351,875.865985,1092.318409,113.5760764,1301.140359,1085.99775,57.55133565
681.5082854,610.202024,625.4972492,428.8892608,711.9121175,715.0801898,89.86083388
1144.678792,1112.763984,902.0453823,530.0531357,1136.212642,745.9558243,90.86469203
491.017945,1314.602187,1226.319936,770.2188801,871.4651204,821.8625863,56.68659886
290.8392098,421.7448624,659.2926879,322.6834243,1182.03231,272.6700054,92.65617752
316.2904934,238.991266,318.7300169,609.9781577,435.5432013,1292.731499,91.75004392
602.2903479,258.7428482,1266.833356,1371.64773,614.4179624,155.5669128,60.70913356
361.2905743,572.2077846,832.8545036,367.0964469,843.9803251,995.7020926,58.23991167
310.4454276,164.3847112,415.3462225,446.2896227,593.8334636,711.0015985,92.02513154
119.7221159,367.4751286,1121.420472,40.90838859,1300.395795,1022.463208,58.70243049
684.0525633,809.9350854,332.1970117,642.3883595,1348.323955,765.5280062,92.40304022
729.5901631,324.2321414,684.4568415,873.6841234,950.7897572,553.7213019,57.12368817
514.411308,1383.174804,52.83441274,1239.235211,1278.601559,1114.657423,63.20626019
138.1971901,366.6196574,469.4995759,951.6191319,191.1743923,1009.718498,57.21557684
149.4666063,915.2602881,691.8435113,1090.672413,1001.05191,1265.208785,60.9238092
1247.291506,467.8282738,978.2441653,276.9337574,42.75732483,1041.703965,58.2363237
700.0314098,671.8909976,1266.611133,853.8133078,864.7329454,1203.219228,89.35570499
1127.685194,807.4101219,256.0914572,335.9048148,1241.116706,40.14381345,59.44685184
685.8619439,235.098004,1370.152909,997.7722604,700.6602738,659.5237244,61.4306442
83.46641461,954.7606658,59.4035925,100.0236504,730.3097794,135.4220361,26.88197432
1145.407975,1144.565929,1011.415429,209.8116195,923.4473541,726.0329195,88.45925291
1362.164377,908.5880898,1120.462805,635.3167922,605.3481053,1155.439314,90.63534547
116.8577408,186.4394107,242.7440584,547.3129233,1163.93164,1124.710148,56.22869265
84.65965084,558.9608789,737.6261627,583.5192551,919.6038474,879.1627029,57.88945537
408.7777119,604.3116383,21.68197589,1377.689214,234.0357739,148.7028829,26.58026829
521.3736361,277.3657636,685.5626932,475.2907787,1332.282651,1288.464856,56.58842031
73.74779675,1033.001334,376.767197,591.969861,767.0192617,1319.831778,59.99233489
584.841746,1376.273453,422.0369282,981.5382583,932.8743922,754.7770511,91.2585875
977.3477283,933.1390788,249.3854362,179.2201596,1398.712553,239.5694929,57.26600951
45.64114874,785.6797098,1234.613101,936.8454263,266.6065741,516.4831645,59.82227437
645.0163122,1374.293131,218.9669331,1197.731928,902.6703516,526.7810944,58.97080729
267.2931733,599.5541902,674.8308854,168.8562586,825.3104786,316.6627517,58.77320555
538.4667741,816.1809358,352.5285715,406.61693,863.9272382,371.3932737,92.37228091
1154.126773,1375.72876,1022.348309,481.4278058,817.6970666,150.8766213,89.06211283
1268.831411,1231.515214,1144.864783,365.0191987,832.0987509,31.51762984,86.90841229
595.3630483,437.8064415,226.078642,250.2726615,592.0399647,131.9210744,59.13334053
837.9331363,659.2939589,974.3290386,979.8429899,893.9430616,47.04537049,57.60333644
96.32853877,447.4396293,743.209993,916.2239909,570.6668759,1147.973712,58.34554191
1005.70252,1356.109062,743.8674692,455.2039545,147.8808847,855.3421222,58.73737341
1090.323139,592.8340865,127.1526001,373.0600871,215.1194046,393.4074235,58.63155099
616.1191946,737.9998385,640.394112,1225.520238,725.2729517,1321.071674,90.75763079
892.7927373,1340.771516,336.9898497,946.5712254,404.6904003,940.5314316,57.73773383
973.1966994,95.18987586,356.7062192,313.6560432,934.9658178,1182.149019,58.56839108
482.2473758,1092.727514,945.464892,9.401440046,843.0386826,541.4796723,58.03282938
1282.387742,1.611479981,647.4288229,594.0886557,645.2829124,1078.22362,59.98349749
451.4605301,1098.635013,659.9000152,50.06782658,246.224182,1010.461247,26.62516999
662.8803902,213.8096806,477.5744499,850.3448993,268.4433576,1033.797576,58.4807648
339.9894376,1284.394079,376.6862214,1071.700023,264.1267675,402.4974423,26.50848576
127.5588492,806.6931329,956.7085406,765.2303604,596.0203786,902.219894,57.96035267
906.6646822,950.6234557,890.1013947,1323.243758,292.5088914,992.9943838,59.6485702
330.7228078,167.1547469,850.225517,630.1927758,642.2156911,926.7226527,89.60247783
1078.399721,490.3052188,926.8134377,582.622026,1178.700814,1166.083547,56.96103909
359.0173891,858.8450315,815.1488303,757.035072,1217.917445,370.6906371,58.10401909
445.3037057,166.9003575,1315.761258,903.772625,671.2485149,895.0437455,91.63755128
762.6025547,906.2360724,761.4403076,1009.465269,731.4934281,1391.186474,89.97546315
306.1472854,148.1175826,153.5764503,89.02791937,566.4119942,627.7220769,58.41835301
512.1426476,1068.906497,879.0549315,1080.77254,1305.994998,1361.837196,89.99309151
268.8396892,194.423884,974.7728719,131.3480375,735.5661654,742.4819058,57.63657894
1205.595736,678.794667,550.8389057,940.0035955,1037.761121,728.0734543,91.40871156
486.7977398,209.9961554,820.5288941,367.0034448,62.23572919,1056.906574,60.25807214
339.8995009,619.3632382,962.9145192,502.9194946,1030.876104,552.5904654,92.20500067
956.7822138,985.6664025,619.2275787,27.40867297,463.2010323,594.0332956,57.51353772
378.3785928,275.8753173,1150.409659,601.8899731,1242.879336,547.6561936,91.9773422
1076.760142,555.5081238,1131.919734,1057.107939,528.3537628,302.4264823,57.36865693
1106.570105,1329.025477,458.5916077,939.7701186,614.1029756,1166.900834,57.3731999
1076.395953,234.1549637,1206.77267,1385.821015,720.1928391,1237.993432,56.74703274
823.2364774,216.6532881,279.807952,569.736772,1048.188006,1155.817342,57.16899997
1105.948242,445.9339436,747.6897783,125.9309503,156.3880419,190.8095685,58.73042281
950.1132267,693.2478267,265.5945684,693.008155,206.6515108,76.96380567,59.38890458
1190.997744,784.7833383,1301.452413,975.3340808,815.9073512,1141.556096,91.02974912
1230.619466,1384.476263,0.7313255,1211.614027,857.5930573,1385.930288,56.41235996
738.7520971,671.3327393,1121.886648,318.98011,697.3320077,1261.193484,91.26591454
804.5257068,1183.249459,1034.096409,820.3818502,345.4283364,932.9827042,91.38524913
116.875939,876.3436992,925.3223811,1021.652597,1247.052963,1375.224512,56.71506668
1076.640719,814.025083,1299.638287,812.1265121,23.77611367,169.2033995,91.22288643
1207.795006,678.0151157,1182.797944,293.1671176,773.2078782,881.8367391,56.95736763
44.78742207,860.5987868,507.3760472,69.34561066,685.3979848,269.5145545,59.95304121
172.3172466,287.6918393,205.1208749,264.7010443,59.71337528,889.2770836,26.88816145
394.6135982,754.0353493,973.2282552,698.7624189,750.1214781,623.2564314,90.76544995
173.5051886,686.5002109,1194.197417,1223.498368,378.4120652,291.8459023,60.22276071
790.971399,896.4365552,583.8405323,288.3657217,1327.10637,114.8996899,92.27973991
147.9931972,198.8575707,233.0446172,869.3421015,803.1936708,72.9090464,57.41503404
1303.681938,1020.126354,1032.978315,88.76630097,1204.616788,1308.167167,58.5566939
1378.157637,1202.514343,1099.782585,718.728386,248.6434447,558.0252954,88.24517752
187.5037514,43.24536824,1314.798388,421.8284904,413.7473683,466.1107946,26.40547691
653.8954618,907.4777691,35.31945409,1179.089257,782.645563,1195.739929,57.2074781
487.0308721,624.4373073,75.93527822,247.9505473,927.9312867,463.1605933,59.3500421
1257.880593,165.4172778,1383.7851,755.9749387,989.6843871,1399.288268,57.19644864
402.9890827,580.3315545,650.7759183,1069.53991,1145.485654,140.3101563,57.27946247
249.3637354,503.4888789,79.3865647,730.6399431,470.1885645,245.9366415,59.64326245
292.5253436,1267.214983,945.5476483,655.8554799,1276.985464,145.6162047,58.81056422
1043.764503,1030.774438,786.6059954,257.8717365,836.0958905,419.9117861,91.26612498
187.772106,297.6421467,1252.918346,100.0339379,339.4811825,75.25614909,26.40113058
618.4108799,18.59648065,1256.067891,275.3214679,130.7187235,430.3136594,59.81119997
638.4807336,142.3371511,1393.545619,464.9299668,416.2855422,86.86330985,59.06734728
417.5415606,64.89177086,707.5993994,1065.996241,883.4979989,125.8483111,58.57942623
113.2073924,1088.136751,1267.188642,747.2807325,152.8158969,1156.132401,58.03688945
473.3368063,411.5622742,1044.838799,14.47126568,67.82627495,935.0825702,26.65156933
844.8551774,736.5434521,1021.593228,990.1548794,1093.927873,403.1677659,57.49794402
969.5447809,779.3377689,555.1291096,86.22693388,1092.245744,472.6174097,58.81044832
851.0122702,1037.755669,146.7385388,179.0437317,769.3561498,679.321172,58.08630195
1246.665951,1118.54439,1028.077517,71.86464056,102.0394187,123.9384435,87.49024867
1117.69121,1320.211395,957.2018014,184.916138,1011.814356,154.4948729,89.5842625
164.489993,897.0050922,460.3399007,915.3368316,1048.784048,816.460024,89.51938002
1036.045259,328.7576806,1028.940558,1358.837935,1213.702408,120.7283418,56.69233221
513.0112628,516.8783261,959.0398617,837.1182895,1105.109521,514.7140858,91.45404443
288.4390033,121.3331664,1080.707484,287.9443301,543.5802835,772.4899447,59.79402088
320.5345528,898.7168686,678.2725214,212.5837352,1094.704753,140.8488513,59.34654708
411.6928673,332.3222276,743.2211598,128.0982239,567.4415878,146.784746,91.11428378
157.197547,1098.199047,408.1984451,844.9468143,1350.191734,605.4789916,59.5769279
972.6530725,1061.338985,605.6992566,917.6972557,153.657071,1307.263788,57.92680103
262.445129,372.6503745,1116.962364,682.6452856,1076.54157,554.4094433,92.34542452
382.1143118,52.1284877,942.6128798,601.390243,632.4349289,853.800037,62.51743335
83.1646156,442.1360137,1081.810983,975.0061846,175.4650536,182.2120305,26.5698415
129.2932742,10.948411,592.3531392,917.8024449,1012.091535,743.693011,90.32675032
152.3451136,884.4729229,177.0998115,188.024626,138.0317298,198.8381478,27.19665462
235.5518179,274.7484912,444.4716852,443.0005988,304.5886332,351.4585844,90.27162091
1250.091367,984.5125144,778.0331198,258.2071349,296.8431795,108.2855314,91.36163264
1279.320575,989.4013048,780.9045535,438.8005859,232.6849881,871.496163,91.74894143
1383.108629,238.6048323,360.9091508,555.5190461,103.5926774,957.7344937,26.44772678
563.3436658,1375.969282,563.0575793,868.9407261,216.1177277,533.8832862,91.76077969
225.5875606,1061.357404,1219.555571,491.0874428,959.7499922,411.8080873,57.86937718
742.8810254,1165.392741,836.4862686,469.435863,418.9150327,633.6295582,90.02252463
591.7039145,503.4488452,781.6468798,1039.563512,594.0686971,601.098104,90.16886618
174.8218622,34.20762247,406.2593712,444.5288161,915.1661876,1339.710294,58.71428948
1310.023222,641.0408674,336.6697556,1069.457122,1063.058336,1036.907291,87.85337438
1041.163678,148.2885834,954.1846027,648.56481,297.0284874,137.9262328,57.56068349
1153.004263,245.0136323,228.9978737,932.382103,1252.145125,723.1814917,92.01151234
983.7832297,215.0265273,1334.839898,757.2377137,951.6274575,51.18822527,58.23289357
1132.885392,1048.06642,168.2618252,735.0632307,456.1670803,765.0292159,56.96850353
558.4330533,581.1307413,253.0328644,357.5414367,28.75008452,1293.145858,58.37045636
915.1798446,1305.659001,228.9173159,1289.536158,1112.52104,808.3518754,57.90981357
616.0498341,360.6592314,1052.724951,320.1372749,89.86192235,1074.261315,60.18767879
939.6830595,1001.297521,898.8851598,586.6676111,547.0669151,1142.596144,88.49665667
444.3990091,1140.355682,1104.702921,1193.169446,707.8912646,889.9259444,57.19625218
1331.252182,621.549817,84.02634769,1213.449856,883.664228,497.1031126,59.1579563
1395.80458,313.8400986,913.4315022,846.9868987,542.1436041,199.062023,59.06145984
35.18897999,589.5571553,257.7404052,1016.085374,518.5077611,1178.184122,57.81141009
1027.921568,799.436222,247.5970807,1340.337632,371.4508507,1294.413253,56.71905931
313.2785666,522.9893307,122.5004894,896.1631675,252.8636429,63.07155046,26.89040575
1012.442871,486.4127038,924.8635543,537.4160415,878.2851034,30.30974048,58.14683629
